Employee No.,Last Name,First Name,Worked Hours,Basic Salary,Hourly Rate,Gross Income,SSS Deduction,Philhealth Deduction,Pagibig Deduction,Withholding Tax,Covered Month,Covered Year,Benefits,Total Deductions,Take-Home pay
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,May,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,June,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,July,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,August,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,September,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,October,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,November,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,December,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2025,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2025,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2025,4500,9372.45,40006.05
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,January,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,February,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,March,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,April,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,May,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,June,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,July,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,August,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,September,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,October,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,November,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,December,2021,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,January,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,February,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,March,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,April,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,May,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,June,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,July,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,August,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,September,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,October,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,November,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,December,2022,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,January,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,February,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,March,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,April,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,May,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,June,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,July,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,August,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,September,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,October,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,November,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,December,2023,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,January,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,February,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,March,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,April,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,May,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,June,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,July,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,August,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,September,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,October,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,November,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,December,2024,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,January,2025,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,February,2025,4500,9589.72,41105.54
6,Villanueva,Andrea Mae,154,52670,329.19,50695.26,1125,760.43,100,7604.29,March,2025,4500,9589.72,41105.54
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,January,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,February,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,March,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,April,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,May,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,June,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,July,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,August,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,September,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,October,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,November,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,December,2021,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,January,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,February,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,March,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,April,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,May,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,June,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,July,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,August,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,September,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,October,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,November,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,December,2022,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,January,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,February,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,March,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,April,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,May,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,June,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,July,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,August,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,September,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,October,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,November,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,December,2023,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,January,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,February,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,March,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,April,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,May,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,June,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,July,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,August,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,September,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,October,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,November,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,December,2024,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,January,2025,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,February,2025,4500,8227.14,34210.08
7,San Jose,Brad ,158,42975,268.59,42437.22,1125,636.56,100,6365.58,March,2025,4500,8227.14,34210.08
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,January,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,February,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,March,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,April,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,May,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,June,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,July,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,August,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,September,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,October,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,November,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,December,2021,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,January,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,February,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,March,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,April,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,May,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,June,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,July,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,August,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,September,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,October,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,November,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,December,2022,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,January,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,February,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,March,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,April,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,May,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,June,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,July,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,August,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,September,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,October,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,November,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,December,2023,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,January,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,February,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,March,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,April,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,May,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,June,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,July,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,August,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,September,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,October,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,November,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,December,2024,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,January,2025,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,February,2025,4500,4983.78,17796.66
8,Romualdez,Alice,162,22500,140.62,22780.44,1125,341.71,100,3417.07,March,2025,4500,4983.78,17796.66
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,January,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,February,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,March,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,April,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,May,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,June,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,July,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,August,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,September,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,October,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,November,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,December,2021,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,January,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,February,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,March,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,April,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,May,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,June,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,July,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,August,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,September,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,October,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,November,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,December,2022,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,January,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,February,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,March,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,April,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,May,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,June,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,July,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,August,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,September,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,October,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,November,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,December,2023,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,January,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,February,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,March,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,April,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,May,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,June,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,July,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,August,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,September,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,October,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,November,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,December,2024,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,January,2025,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,February,2025,4500,5076.58,18266.34
9,Atienza,Rosie ,166,22500,140.62,23342.92,1125,350.14,100,3501.44,March,2025,4500,5076.58,18266.34
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,April,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,May,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,June,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,July,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,August,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,September,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,October,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,November,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,December,2021,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2022,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2022,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2022,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,April,2022,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,May,2022,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,June,2022,4500,9372.45,40006.05
10,Alvaro,Roderick,150,52670,329.19,49378.5,1125,740.68,100,7406.77,July,2022,4500,9372.45,40006.05
